dataset	target	arm	query	driving	max_q_access	max_q_all	handler	top_ms	nodes(est/act x loops q)
skew_t1_f50_uni	T1	S0	T1.Q3n3.heavy	s(idx_session_member_status_start)	1.0	1.0	14	0.111	Nested loop inner join 2/2x1 q1.0 ; Filter 2/2x1 q1.0 ; s:idx_session_member_status_start 2/2x1 q1.0 ; r:uk_report_session 1/1x2 q1.0
skew_t1_f50_uni	T1	S0	T1.Q2cur.mid	r(member_id)	1.0	2.0	158	0.0478	Nested loop inner join 1/2x1 q2.0 ; r:member_id 2/2x1 q1.0 ; Filter 0.5/1x2 q2.0 ; s:PRIMARY 1/1x2 q1.0
skew_t1_f50_uni	T1	S0	T1.Q2n3.mid	s(idx_session_member_status_start)	1.0	1.0	158	0.0442	Nested loop inner join 2/2x1 q1.0 ; Filter 2/2x1 q1.0 ; s:idx_session_member_status_start 2/2x1 q1.0 ; r:uk_report_session 1/1x2 q1.0
skew_t1_f50_uni	T1	S0	T1.Q3cur.mid	r(member_id)	1.0	2.0	14	0.0484	Nested loop inner join 1/2x1 q2.0 ; r:member_id 2/2x1 q1.0 ; Filter 0.5/1x2 q2.0 ; s:PRIMARY 1/1x2 q1.0
skew_t1_f50_uni	T1	S0	T1.Q3n3.mid	s(idx_session_member_status_start)	1.0	1.0	14	0.0536	Nested loop inner join 2/2x1 q1.0 ; Filter 2/2x1 q1.0 ; s:idx_session_member_status_start 2/2x1 q1.0 ; r:uk_report_session 1/1x2 q1.0
skew_t1_f50_uni	T1	S0	T1.Q2cur.light	r(member_id)	1.0	2.0	158	0.0371	Nested loop inner join 1/2x1 q2.0 ; r:member_id 2/2x1 q1.0 ; Filter 0.5/1x2 q2.0 ; s:PRIMARY 1/1x2 q1.0
skew_t1_f50_uni	T1	S0	T1.Q2n3.light	s(idx_session_member_status_start)	1.0	1.0	158	0.0882	Nested loop inner join 2/2x1 q1.0 ; Filter 2/2x1 q1.0 ; s:idx_session_member_status_start 2/2x1 q1.0 ; r:uk_report_session 1/1x2 q1.0
skew_t1_f50_uni	T1	S0	T1.Q3cur.light	r(member_id)	1.0	2.0	14	0.073	Nested loop inner join 1/2x1 q2.0 ; r:member_id 2/2x1 q1.0 ; Filter 0.5/1x2 q2.0 ; s:PRIMARY 1/1x2 q1.0
skew_t1_f50_uni	T1	S0	T1.Q3n3.light	s(idx_session_member_status_start)	1.0	1.0	14	0.0602	Nested loop inner join 2/2x1 q1.0 ; Filter 2/2x1 q1.0 ; s:idx_session_member_status_start 2/2x1 q1.0 ; r:uk_report_session 1/1x2 q1.0
skew_t1_f50_uni	T1	S1	T1.Q2cur.heavy	r(member_id)	1.0	3.0	178	0.143	Nested loop inner join 6/2x1 q3.0 ; r:member_id 12/12x1 q1.0 ; Filter 0.5/0.167x12 q3.0 ; s:PRIMARY 1/1x12 q1.0
skew_t1_f50_uni	T1	S1	T1.Q2n3.heavy	s(idx_session_member_status_start)	1.0	1.0	158	0.0846	Nested loop inner join 2/2x1 q1.0 ; Filter 2/2x1 q1.0 ; s:idx_session_member_status_start 2/2x1 q1.0 ; r:uk_report_session 1/1x2 q1.0
skew_t1_f50_uni	T1	S1	T1.Q3cur.heavy	r(member_id)	1.0	3.0	34	0.148	Nested loop inner join 6/2x1 q3.0 ; r:member_id 12/12x1 q1.0 ; Filter 0.5/0.167x12 q3.0 ; s:PRIMARY 1/1x12 q1.0
skew_t1_f50_uni	T1	S1	T1.Q3n3.heavy	s(idx_session_member_status_start)	1.0	1.0	14	0.0701	Nested loop inner join 2/2x1 q1.0 ; Filter 2/2x1 q1.0 ; s:idx_session_member_status_start 2/2x1 q1.0 ; r:uk_report_session 1/1x2 q1.0
skew_t1_f50_uni	T1	S1	T1.Q2cur.mid	r(member_id)	1.0	2.0	158	0.0934	Nested loop inner join 1/2x1 q2.0 ; r:member_id 2/2x1 q1.0 ; Filter 0.5/1x2 q2.0 ; s:PRIMARY 1/1x2 q1.0
skew_t1_f50_uni	T1	S1	T1.Q2n3.mid	s(idx_session_member_status_start)	1.0	1.0	158	0.0843	Nested loop inner join 2/2x1 q1.0 ; Filter 2/2x1 q1.0 ; s:idx_session_member_status_start 2/2x1 q1.0 ; r:uk_report_session 1/1x2 q1.0
skew_t1_f50_uni	T1	S1	T1.Q3cur.mid	r(member_id)	1.0	2.0	14	0.0985	Nested loop inner join 1/2x1 q2.0 ; r:member_id 2/2x1 q1.0 ; Filter 0.5/1x2 q2.0 ; s:PRIMARY 1/1x2 q1.0
skew_t1_f50_uni	T1	S1	T1.Q3n3.mid	s(idx_session_member_status_start)	1.0	1.0	14	0.0986	Nested loop inner join 2/2x1 q1.0 ; Filter 2/2x1 q1.0 ; s:idx_session_member_status_start 2/2x1 q1.0 ; r:uk_report_session 1/1x2 q1.0
skew_t1_f50_uni	T1	S1	T1.Q2cur.light	r(member_id)	1.0	2.0	158	0.0776	Nested loop inner join 1/2x1 q2.0 ; r:member_id 2/2x1 q1.0 ; Filter 0.5/1x2 q2.0 ; s:PRIMARY 1/1x2 q1.0
skew_t1_f50_uni	T1	S1	T1.Q2n3.light	s(idx_session_member_status_start)	1.0	1.0	158	0.0839	Nested loop inner join 2/2x1 q1.0 ; Filter 2/2x1 q1.0 ; s:idx_session_member_status_start 2/2x1 q1.0 ; r:uk_report_session 1/1x2 q1.0
skew_t1_f50_uni	T1	S1	T1.Q3cur.light	r(member_id)	1.0	2.0	14	0.0662	Nested loop inner join 1/2x1 q2.0 ; r:member_id 2/2x1 q1.0 ; Filter 0.5/1x2 q2.0 ; s:PRIMARY 1/1x2 q1.0
skew_t1_f50_uni	T1	S1	T1.Q3n3.light	s(idx_session_member_status_start)	1.0	1.0	14	0.113	Nested loop inner join 2/2x1 q1.0 ; Filter 2/2x1 q1.0 ; s:idx_session_member_status_start 2/2x1 q1.0 ; r:uk_report_session 1/1x2 q1.0
skew_t1_f50_uni	T1	S2	T1.Q2cur.heavy	r(member_id)	1.0	3.0	178	0.0714	Nested loop inner join 6/2x1 q3.0 ; r:member_id 12/12x1 q1.0 ; Filter 0.5/0.167x12 q3.0 ; s:PRIMARY 1/1x12 q1.0
skew_t1_f50_uni	T1	S2	T1.Q2n3.heavy	s(idx_session_member_status_start)	1.0	1.0	158	0.137	Nested loop inner join 2/2x1 q1.0 ; Filter 2/2x1 q1.0 ; s:idx_session_member_status_start 2/2x1 q1.0 ; r:uk_report_session 1/1x2 q1.0
skew_t1_f50_uni	T1	S2	T1.Q3cur.heavy	r(member_id)	1.0	3.0	34	0.12	Nested loop inner join 6/2x1 q3.0 ; r:member_id 12/12x1 q1.0 ; Filter 0.5/0.167x12 q3.0 ; s:PRIMARY 1/1x12 q1.0
skew_t1_f50_uni	T1	S2	T1.Q3n3.heavy	s(idx_session_member_status_start)	1.0	1.0	14	0.0649	Nested loop inner join 2/2x1 q1.0 ; Filter 2/2x1 q1.0 ; s:idx_session_member_status_start 2/2x1 q1.0 ; r:uk_report_session 1/1x2 q1.0
skew_t1_f50_uni	T1	S2	T1.Q2cur.mid	r(member_id)	1.0	2.0	158	0.0476	Nested loop inner join 1/2x1 q2.0 ; r:member_id 2/2x1 q1.0 ; Filter 0.5/1x2 q2.0 ; s:PRIMARY 1/1x2 q1.0
skew_t1_f50_uni	T1	S2	T1.Q2n3.mid	s(idx_session_member_status_start)	1.0	1.0	158	0.0707	Nested loop inner join 2/2x1 q1.0 ; Filter 2/2x1 q1.0 ; s:idx_session_member_status_start 2/2x1 q1.0 ; r:uk_report_session 1/1x2 q1.0
skew_t1_f50_uni	T1	S2	T1.Q3cur.mid	r(member_id)	1.0	2.0	14	0.0672	Nested loop inner join 1/2x1 q2.0 ; r:member_id 2/2x1 q1.0 ; Filter 0.5/1x2 q2.0 ; s:PRIMARY 1/1x2 q1.0
skew_t1_f50_uni	T1	S2	T1.Q3n3.mid	s(idx_session_member_status_start)	1.0	1.0	14	0.125	Nested loop inner join 2/2x1 q1.0 ; Filter 2/2x1 q1.0 ; s:idx_session_member_status_start 2/2x1 q1.0 ; r:uk_report_session 1/1x2 q1.0
skew_t1_f50_uni	T1	S2	T1.Q2cur.light	r(member_id)	1.0	2.0	158	0.0671	Nested loop inner join 1/2x1 q2.0 ; r:member_id 2/2x1 q1.0 ; Filter 0.5/1x2 q2.0 ; s:PRIMARY 1/1x2 q1.0
skew_t1_f50_uni	T1	S2	T1.Q2n3.light	s(idx_session_member_status_start)	1.0	1.0	158	0.102	Nested loop inner join 2/2x1 q1.0 ; Filter 2/2x1 q1.0 ; s:idx_session_member_status_start 2/2x1 q1.0 ; r:uk_report_session 1/1x2 q1.0
skew_t1_f50_uni	T1	S2	T1.Q3cur.light	r(member_id)	1.0	2.0	14	0.0601	Nested loop inner join 1/2x1 q2.0 ; r:member_id 2/2x1 q1.0 ; Filter 0.5/1x2 q2.0 ; s:PRIMARY 1/1x2 q1.0
skew_t1_f50_uni	T1	S2	T1.Q3n3.light	s(idx_session_member_status_start)	1.0	1.0	14	0.177	Nested loop inner join 2/2x1 q1.0 ; Filter 2/2x1 q1.0 ; s:idx_session_member_status_start 2/2x1 q1.0 ; r:uk_report_session 1/1x2 q1.0
skew_t1_f50_uni	T1	S3	T1.Q2cur.heavy	r(member_id)	1.0	3.0	178	0.0881	Nested loop inner join 6/2x1 q3.0 ; r:member_id 12/12x1 q1.0 ; Filter 0.5/0.167x12 q3.0 ; s:PRIMARY 1/1x12 q1.0
skew_t1_f50_uni	T1	S3	T1.Q2n3.heavy	s(idx_session_member_status_start)	1.0	1.0	158	0.0386	Nested loop inner join 2/2x1 q1.0 ; Filter 2/2x1 q1.0 ; s:idx_session_member_status_start 2/2x1 q1.0 ; r:uk_report_session 1/1x2 q1.0
skew_t1_f50_uni	T1	S3	T1.Q3cur.heavy	r(member_id)	1.0	3.0	34	0.145	Nested loop inner join 6/2x1 q3.0 ; r:member_id 12/12x1 q1.0 ; Filter 0.5/0.167x12 q3.0 ; s:PRIMARY 1/1x12 q1.0
skew_t1_f50_uni	T1	S3	T1.Q3n3.heavy	s(idx_session_member_status_start)	1.0	1.0	14	0.0791	Nested loop inner join 2/2x1 q1.0 ; Filter 2/2x1 q1.0 ; s:idx_session_member_status_start 2/2x1 q1.0 ; r:uk_report_session 1/1x2 q1.0
skew_t1_f50_uni	T1	S3	T1.Q2cur.mid	r(member_id)	1.0	2.0	158	0.0507	Nested loop inner join 1/2x1 q2.0 ; r:member_id 2/2x1 q1.0 ; Filter 0.5/1x2 q2.0 ; s:PRIMARY 1/1x2 q1.0
skew_t1_f50_uni	T1	S3	T1.Q2n3.mid	s(idx_session_member_status_start)	1.0	1.0	158	0.0483	Nested loop inner join 2/2x1 q1.0 ; Filter 2/2x1 q1.0 ; s:idx_session_member_status_start 2/2x1 q1.0 ; r:uk_report_session 1/1x2 q1.0
skew_t1_f50_uni	T1	S3	T1.Q3cur.mid	r(member_id)	1.0	2.0	14	0.0499	Nested loop inner join 1/2x1 q2.0 ; r:member_id 2/2x1 q1.0 ; Filter 0.5/1x2 q2.0 ; s:PRIMARY 1/1x2 q1.0
skew_t1_f50_uni	T1	S3	T1.Q3n3.mid	s(idx_session_member_status_start)	1.0	1.0	14	0.059	Nested loop inner join 2/2x1 q1.0 ; Filter 2/2x1 q1.0 ; s:idx_session_member_status_start 2/2x1 q1.0 ; r:uk_report_session 1/1x2 q1.0
skew_t1_f50_uni	T1	S3	T1.Q2cur.light	r(member_id)	1.0	2.0	158	0.0379	Nested loop inner join 1/2x1 q2.0 ; r:member_id 2/2x1 q1.0 ; Filter 0.5/1x2 q2.0 ; s:PRIMARY 1/1x2 q1.0
skew_t1_f50_uni	T1	S3	T1.Q2n3.light	s(idx_session_member_status_start)	1.0	1.0	158	0.0618	Nested loop inner join 2/2x1 q1.0 ; Filter 2/2x1 q1.0 ; s:idx_session_member_status_start 2/2x1 q1.0 ; r:uk_report_session 1/1x2 q1.0
skew_t1_f50_uni	T1	S3	T1.Q3cur.light	r(member_id)	1.0	2.0	14	0.0657	Nested loop inner join 1/2x1 q2.0 ; r:member_id 2/2x1 q1.0 ; Filter 0.5/1x2 q2.0 ; s:PRIMARY 1/1x2 q1.0
skew_t1_f50_uni	T1	S3	T1.Q3n3.light	s(idx_session_member_status_start)	1.0	1.0	14	0.0749	Nested loop inner join 2/2x1 q1.0 ; Filter 2/2x1 q1.0 ; s:idx_session_member_status_start 2/2x1 q1.0 ; r:uk_report_session 1/1x2 q1.0
skew_t1_f50_skew	T1	S0	T1.Q2cur.heavy	r(member_id)	1.0	3.2	474	0.328	Nested loop inner join 19/6x1 q3.2 ; r:member_id 38/38x1 q1.0 ; Filter 0.5/0.158x38 q3.2 ; s:PRIMARY 1/1x38 q1.0
skew_t1_f50_skew	T1	S0	T1.Q2n3.heavy	s(idx_session_member_status_start)	1.0	1.0	410	0.116	Nested loop inner join 6/6x1 q1.0 ; Filter 6/6x1 q1.0 ; s:idx_session_member_status_start 6/6x1 q1.0 ; r:uk_report_session 1/1x6 q1.0
skew_t1_f50_skew	T1	S0	T1.Q3cur.heavy	r(member_id)	1.0	3.2	101	0.434	Nested loop inner join 19/6x1 q3.2 ; r:member_id 38/38x1 q1.0 ; Filter 0.5/0.158x38 q3.2 ; s:PRIMARY 1/1x38 q1.0
skew_t1_f50_skew	T1	S0	T1.Q3n3.heavy	s(idx_session_member_status_start)	1.0	1.0	37	0.129	Nested loop inner join 6/6x1 q1.0 ; Filter 6/6x1 q1.0 ; s:idx_session_member_status_start 6/6x1 q1.0 ; r:uk_report_session 1/1x6 q1.0
skew_t1_f50_skew	T1	S0	T1.Q2cur.mid	r(member_id)	1.0	2.0	347	0.209	Nested loop inner join 2.5/5x1 q2.0 ; r:member_id 5/5x1 q1.0 ; Filter 0.5/1x5 q2.0 ; s:PRIMARY 1/1x5 q1.0
skew_t1_f50_skew	T1	S0	T1.Q2n3.mid	s(idx_session_member_exercise_status_start)	1.0	1.7	348	0.101	Nested loop inner join 3/5x1 q1.7 ; Filter 3/5x1 q1.7 ; s:idx_session_member_exercise_status_start 6/6x1 q1.0 ; r:uk_report_session 1/1x5 q1.0
skew_t1_f50_skew	T1	S0	T1.Q3cur.mid	r(member_id)	1.0	2.0	32	0.0743	Nested loop inner join 2.5/5x1 q2.0 ; r:member_id 5/5x1 q1.0 ; Filter 0.5/1x5 q2.0 ; s:PRIMARY 1/1x5 q1.0
skew_t1_f50_skew	T1	S0	T1.Q3n3.mid	s(idx_session_member_exercise_status_start)	1.0	1.7	33	2.41	Nested loop inner join 3/5x1 q1.7 ; Filter 3/5x1 q1.7 ; s:idx_session_member_exercise_status_start 6/6x1 q1.0 ; r:uk_report_session 1/1x5 q1.0
skew_t1_f50_skew	T1	S0	T1.Q2cur.light	r(member_id)	1.0	2.0	284	0.0914	Nested loop inner join 2/4x1 q2.0 ; r:member_id 4/4x1 q1.0 ; Filter 0.5/1x4 q2.0 ; s:PRIMARY 1/1x4 q1.0
skew_t1_f50_skew	T1	S0	T1.Q2n3.light	s(idx_session_member_exercise_status_start)	1.0	1.6	285	0.117	Nested loop inner join 2.5/4x1 q1.6 ; Filter 2.5/4x1 q1.6 ; s:idx_session_member_exercise_status_start 5/5x1 q1.0 ; r:uk_report_session 1/1x4 q1.0
skew_t1_f50_skew	T1	S0	T1.Q3cur.light	r(member_id)	1.0	2.0	26	0.0851	Nested loop inner join 2/4x1 q2.0 ; r:member_id 4/4x1 q1.0 ; Filter 0.5/1x4 q2.0 ; s:PRIMARY 1/1x4 q1.0
skew_t1_f50_skew	T1	S0	T1.Q3n3.light	s(idx_session_member_exercise_status_start)	1.0	1.6	27	0.0958	Nested loop inner join 2.5/4x1 q1.6 ; Filter 2.5/4x1 q1.6 ; s:idx_session_member_exercise_status_start 5/5x1 q1.0 ; r:uk_report_session 1/1x4 q1.0
skew_t1_f50_skew	T1	S1	T1.Q2cur.heavy	r(member_id)	1.0	3.2	474	0.453	Nested loop inner join 19/6x1 q3.2 ; r:member_id 38/38x1 q1.0 ; Filter 0.5/0.158x38 q3.2 ; s:PRIMARY 1/1x38 q1.0
skew_t1_f50_skew	T1	S1	T1.Q2n3.heavy	s(idx_session_member_status_start)	1.0	1.0	410	0.125	Nested loop inner join 6/6x1 q1.0 ; Filter 6/6x1 q1.0 ; s:idx_session_member_status_start 6/6x1 q1.0 ; r:uk_report_session 1/1x6 q1.0
skew_t1_f50_skew	T1	S1	T1.Q3cur.heavy	r(member_id)	1.0	3.2	101	0.35	Nested loop inner join 19/6x1 q3.2 ; r:member_id 38/38x1 q1.0 ; Filter 0.5/0.158x38 q3.2 ; s:PRIMARY 1/1x38 q1.0
skew_t1_f50_skew	T1	S1	T1.Q3n3.heavy	s(idx_session_member_status_start)	1.0	1.0	37	0.143	Nested loop inner join 6/6x1 q1.0 ; Filter 6/6x1 q1.0 ; s:idx_session_member_status_start 6/6x1 q1.0 ; r:uk_report_session 1/1x6 q1.0
skew_t1_f50_skew	T1	S1	T1.Q2cur.mid	r(member_id)	1.0	2.0	347	0.0759	Nested loop inner join 2.5/5x1 q2.0 ; r:member_id 5/5x1 q1.0 ; Filter 0.5/1x5 q2.0 ; s:PRIMARY 1/1x5 q1.0
skew_t1_f50_skew	T1	S1	T1.Q2n3.mid	s(idx_session_member_exercise_status_start)	1.0	1.7	348	0.109	Nested loop inner join 3/5x1 q1.7 ; Filter 3/5x1 q1.7 ; s:idx_session_member_exercise_status_start 6/6x1 q1.0 ; r:uk_report_session 1/1x5 q1.0
skew_t1_f50_skew	T1	S1	T1.Q3cur.mid	r(member_id)	1.0	2.0	32	0.0716	Nested loop inner join 2.5/5x1 q2.0 ; r:member_id 5/5x1 q1.0 ; Filter 0.5/1x5 q2.0 ; s:PRIMARY 1/1x5 q1.0
skew_t1_f50_skew	T1	S1	T1.Q3n3.mid	s(idx_session_member_exercise_status_start)	1.0	1.7	33	0.128	Nested loop inner join 3/5x1 q1.7 ; Filter 3/5x1 q1.7 ; s:idx_session_member_exercise_status_start 6/6x1 q1.0 ; r:uk_report_session 1/1x5 q1.0
skew_t1_f50_skew	T1	S1	T1.Q2cur.light	r(member_id)	1.0	2.0	284	0.0915	Nested loop inner join 2/4x1 q2.0 ; r:member_id 4/4x1 q1.0 ; Filter 0.5/1x4 q2.0 ; s:PRIMARY 1/1x4 q1.0
skew_t1_f50_skew	T1	S1	T1.Q2n3.light	s(idx_session_member_exercise_status_start)	1.0	1.6	285	0.0859	Nested loop inner join 2.5/4x1 q1.6 ; Filter 2.5/4x1 q1.6 ; s:idx_session_member_exercise_status_start 5/5x1 q1.0 ; r:uk_report_session 1/1x4 q1.0
skew_t1_f50_skew	T1	S1	T1.Q3cur.light	r(member_id)	1.0	2.0	26	0.0713	Nested loop inner join 2/4x1 q2.0 ; r:member_id 4/4x1 q1.0 ; Filter 0.5/1x4 q2.0 ; s:PRIMARY 1/1x4 q1.0
skew_t1_f50_skew	T1	S1	T1.Q3n3.light	s(idx_session_member_exercise_status_start)	1.0	1.6	27	0.0827	Nested loop inner join 2.5/4x1 q1.6 ; Filter 2.5/4x1 q1.6 ; s:idx_session_member_exercise_status_start 5/5x1 q1.0 ; r:uk_report_session 1/1x4 q1.0
skew_t1_f50_skew	T1	S2	T1.Q2cur.heavy	r(member_id)	1.0	3.2	474	0.208	Nested loop inner join 19/6x1 q3.2 ; r:member_id 38/38x1 q1.0 ; Filter 0.5/0.158x38 q3.2 ; s:PRIMARY 1/1x38 q1.0
skew_t1_f50_skew	T1	S2	T1.Q2n3.heavy	s(idx_session_member_status_start)	1.0	1.0	410	0.144	Nested loop inner join 6/6x1 q1.0 ; Filter 6/6x1 q1.0 ; s:idx_session_member_status_start 6/6x1 q1.0 ; r:uk_report_session 1/1x6 q1.0
skew_t1_f50_skew	T1	S2	T1.Q3cur.heavy	r(member_id)	1.0	3.2	101	0.312	Nested loop inner join 19/6x1 q3.2 ; r:member_id 38/38x1 q1.0 ; Filter 0.5/0.158x38 q3.2 ; s:PRIMARY 1/1x38 q1.0
skew_t1_f50_skew	T1	S2	T1.Q3n3.heavy	s(idx_session_member_status_start)	1.0	1.0	37	0.0891	Nested loop inner join 6/6x1 q1.0 ; Filter 6/6x1 q1.0 ; s:idx_session_member_status_start 6/6x1 q1.0 ; r:uk_report_session 1/1x6 q1.0
skew_t1_f50_skew	T1	S2	T1.Q2cur.mid	r(member_id)	1.0	2.0	347	0.0574	Nested loop inner join 2.5/5x1 q2.0 ; r:member_id 5/5x1 q1.0 ; Filter 0.5/1x5 q2.0 ; s:PRIMARY 1/1x5 q1.0
skew_t1_f50_skew	T1	S2	T1.Q2n3.mid	s(idx_session_member_exercise_status_start)	1.0	1.7	348	11.0	Nested loop inner join 3/5x1 q1.7 ; Filter 3/5x1 q1.7 ; s:idx_session_member_exercise_status_start 6/6x1 q1.0 ; r:uk_report_session 1/1x5 q1.0
skew_t1_f50_skew	T1	S2	T1.Q3cur.mid	r(member_id)	1.0	2.0	32	0.0844	Nested loop inner join 2.5/5x1 q2.0 ; r:member_id 5/5x1 q1.0 ; Filter 0.5/1x5 q2.0 ; s:PRIMARY 1/1x5 q1.0
skew_t1_f50_skew	T1	S2	T1.Q3n3.mid	s(idx_session_member_exercise_status_start)	1.0	1.7	33	0.0766	Nested loop inner join 3/5x1 q1.7 ; Filter 3/5x1 q1.7 ; s:idx_session_member_exercise_status_start 6/6x1 q1.0 ; r:uk_report_session 1/1x5 q1.0
skew_t1_f50_skew	T1	S2	T1.Q2cur.light	r(member_id)	1.0	2.0	284	0.0856	Nested loop inner join 2/4x1 q2.0 ; r:member_id 4/4x1 q1.0 ; Filter 0.5/1x4 q2.0 ; s:PRIMARY 1/1x4 q1.0
skew_t1_f50_skew	T1	S2	T1.Q2n3.light	s(idx_session_member_exercise_status_start)	1.0	1.6	285	0.124	Nested loop inner join 2.5/4x1 q1.6 ; Filter 2.5/4x1 q1.6 ; s:idx_session_member_exercise_status_start 5/5x1 q1.0 ; r:uk_report_session 1/1x4 q1.0
skew_t1_f50_skew	T1	S2	T1.Q3cur.light	r(member_id)	1.0	2.0	26	0.0517	Nested loop inner join 2/4x1 q2.0 ; r:member_id 4/4x1 q1.0 ; Filter 0.5/1x4 q2.0 ; s:PRIMARY 1/1x4 q1.0
skew_t1_f50_skew	T1	S2	T1.Q3n3.light	s(idx_session_member_exercise_status_start)	1.0	1.6	27	0.0895	Nested loop inner join 2.5/4x1 q1.6 ; Filter 2.5/4x1 q1.6 ; s:idx_session_member_exercise_status_start 5/5x1 q1.0 ; r:uk_report_session 1/1x4 q1.0
skew_t1_f50_skew	T1	S3	T1.Q2cur.heavy	r(member_id)	1.0	3.2	474	0.437	Nested loop inner join 19/6x1 q3.2 ; r:member_id 38/38x1 q1.0 ; Filter 0.5/0.158x38 q3.2 ; s:PRIMARY 1/1x38 q1.0
skew_t1_f50_skew	T1	S3	T1.Q2n3.heavy	s(idx_session_member_status_start)	1.0	1.0	410	0.118	Nested loop inner join 6/6x1 q1.0 ; Filter 6/6x1 q1.0 ; s:idx_session_member_status_start 6/6x1 q1.0 ; r:uk_report_session 1/1x6 q1.0
skew_t1_f50_skew	T1	S3	T1.Q3cur.heavy	r(member_id)	1.0	3.2	101	0.304	Nested loop inner join 19/6x1 q3.2 ; r:member_id 38/38x1 q1.0 ; Filter 0.5/0.158x38 q3.2 ; s:PRIMARY 1/1x38 q1.0
skew_t1_f50_skew	T1	S3	T1.Q3n3.heavy	s(idx_session_member_status_start)	1.0	1.0	37	0.127	Nested loop inner join 6/6x1 q1.0 ; Filter 6/6x1 q1.0 ; s:idx_session_member_status_start 6/6x1 q1.0 ; r:uk_report_session 1/1x6 q1.0
skew_t1_f50_skew	T1	S3	T1.Q2cur.mid	r(member_id)	1.0	2.0	347	0.138	Nested loop inner join 2.5/5x1 q2.0 ; r:member_id 5/5x1 q1.0 ; Filter 0.5/1x5 q2.0 ; s:PRIMARY 1/1x5 q1.0
skew_t1_f50_skew	T1	S3	T1.Q2n3.mid	s(idx_session_member_exercise_status_start)	1.0	1.7	348	0.0919	Nested loop inner join 3/5x1 q1.7 ; Filter 3/5x1 q1.7 ; s:idx_session_member_exercise_status_start 6/6x1 q1.0 ; r:uk_report_session 1/1x5 q1.0
skew_t1_f50_skew	T1	S3	T1.Q3cur.mid	r(member_id)	1.0	2.0	32	0.0534	Nested loop inner join 2.5/5x1 q2.0 ; r:member_id 5/5x1 q1.0 ; Filter 0.5/1x5 q2.0 ; s:PRIMARY 1/1x5 q1.0
skew_t1_f50_skew	T1	S3	T1.Q3n3.mid	s(idx_session_member_exercise_status_start)	1.0	1.7	33	0.0768	Nested loop inner join 3/5x1 q1.7 ; Filter 3/5x1 q1.7 ; s:idx_session_member_exercise_status_start 6/6x1 q1.0 ; r:uk_report_session 1/1x5 q1.0
skew_t1_f50_skew	T1	S3	T1.Q2cur.light	r(member_id)	1.0	2.0	284	0.0804	Nested loop inner join 2/4x1 q2.0 ; r:member_id 4/4x1 q1.0 ; Filter 0.5/1x4 q2.0 ; s:PRIMARY 1/1x4 q1.0
skew_t1_f50_skew	T1	S3	T1.Q2n3.light	s(idx_session_member_exercise_status_start)	1.0	1.6	285	0.0765	Nested loop inner join 2.5/4x1 q1.6 ; Filter 2.5/4x1 q1.6 ; s:idx_session_member_exercise_status_start 5/5x1 q1.0 ; r:uk_report_session 1/1x4 q1.0
skew_t1_f50_skew	T1	S3	T1.Q3cur.light	r(member_id)	1.0	2.0	26	0.477	Nested loop inner join 2/4x1 q2.0 ; r:member_id 4/4x1 q1.0 ; Filter 0.5/1x4 q2.0 ; s:PRIMARY 1/1x4 q1.0
skew_t1_f50_skew	T1	S3	T1.Q3n3.light	s(idx_session_member_exercise_status_start)	1.0	1.6	27	0.0878	Nested loop inner join 2.5/4x1 q1.6 ; Filter 2.5/4x1 q1.6 ; s:idx_session_member_exercise_status_start 5/5x1 q1.0 ; r:uk_report_session 1/1x4 q1.0
skew_t1_f365_uni	T1	S0	T1.Q2cur.heavy	r(member_id)	1.0	26.5	366	0.962	Nested loop inner join 53/2x1 q26.5 ; r:member_id 106/106x1 q1.0 ; Filter 0.5/0.0189x106 q26.5 ; s:PRIMARY 1/1x106 q1.0
skew_t1_f365_uni	T1	S0	T1.Q2n3.heavy	s(idx_session_member_status_start)	1.0	1.0	158	0.0824	Nested loop inner join 2/2x1 q1.0 ; Filter 2/2x1 q1.0 ; s:idx_session_member_status_start 2/2x1 q1.0 ; r:uk_report_session 1/1x2 q1.0
skew_t1_f365_uni	T1	S0	T1.Q3cur.heavy	r(member_id)	1.0	26.5	222	0.974	Nested loop inner join 53/2x1 q26.5 ; r:member_id 106/106x1 q1.0 ; Filter 0.5/0.0189x106 q26.5 ; s:PRIMARY 1/1x106 q1.0
skew_t1_f365_uni	T1	S0	T1.Q3n3.heavy	s(idx_session_member_status_start)	1.0	1.0	14	0.0792	Nested loop inner join 2/2x1 q1.0 ; Filter 2/2x1 q1.0 ; s:idx_session_member_status_start 2/2x1 q1.0 ; r:uk_report_session 1/1x2 q1.0
skew_t1_f365_uni	T1	S0	T1.Q2cur.mid	r(member_id)	1.0	2.0	158	0.0751	Nested loop inner join 1/2x1 q2.0 ; r:member_id 2/2x1 q1.0 ; Filter 0.5/1x2 q2.0 ; s:PRIMARY 1/1x2 q1.0
skew_t1_f365_uni	T1	S0	T1.Q2n3.mid	s(idx_session_member_status_start)	1.0	1.0	158	0.0381	Nested loop inner join 2/2x1 q1.0 ; Filter 2/2x1 q1.0 ; s:idx_session_member_status_start 2/2x1 q1.0 ; r:uk_report_session 1/1x2 q1.0
